id,soc.t.ha,thickness.dm,x,y
P 035027,49.1410052,6.5,3162907.239,705361.6128
P 036001,135.525278,7.5,3718432.221,937144.2923
P 036004,94.86802923,1.6,3712150.45,931793.2348
P 036006,129.8641203,15,3724197.286,928975.6886
P 036017,36.84179563,12.5,3722596.561,910986.4355
P 036018,114.1465178,7,3749187.968,912444.0311
P 036019,69.11352701,12.5,3744174.103,911616.9346
P 036020,52.22778312,12.5,3694829.15,907392.3586
P 036022,189.1505457,2.8,3734183.413,904526.1065
P 036024,93.57876085,1.1,3749756.058,904762.03
P 036026,172.4800517,3.3,3732761.506,900855.8118
P 036028,92.93686114,12.1,3708298.189,889040.5556
P 036029,100.431686,15,3714687.096,888579.4744
P 036030,57.0521455,7.3,3729962.708,887291.9713
P 036031,67.40565784,5.1,3690294.669,883608.4585
P 036033,134.408943,13,3700229.489,882456.5579
P 036036,92.99903559,1.4,3687291.731,879859.7581
P 036038,106.561654,2,3747955.255,883168.8805
P 036048,20.2963032,0.7,3680197.992,868682.0178
P 036049,82.02721483,10.7,3684350.965,867614.0765
P 036051,104.7147991,12.5,3690506.89,862257.3875
P 036058,69.69675166,3.9,3687286.032,855875.6396
P 036063,205.0297565,9.7,3678387.264,847229.7563
P 036066,119.4935667,10,3700043.832,844516.831
P 036070,131.2991338,3,3656554.642,836613.2551
P 036071,183.6377588,3.9,3704414.741,839652.983
P 036073,54.30279621,1.2,3738638.918,839579.9797
P 036075,71.97239699,3.9,3671450.414,831389.9577
P 036076,126.3628151,13,3686342.209,830563.1425
P 036078,97.32539884,1.8,3662224.572,827951.6129
P 036079,137.0449103,3.4,3669413.48,828036.5173
P 036085,115.1946641,12.5,3738812.949,829981.5083
P 036201,115.0397636,7.1,3718423.598,936921.9247
P 036202,171.2247142,7.5,3711568.488,932699.768
P 036204,119.0913854,12.5,3743480.74,937799.8966
P 036205,129.5447935,12.5,3723548.416,924937.8439
P 036206,115.5489035,5.8,3704784.507,895589.6205
P 036207,71.60890722,12.8,3734326.017,891242.7636
P 036208,90.20729404,12.5,3752370.337,889266.5067
P 036209,91.90392991,12.5,3701278.667,873769.755
P 036210,146.8681237,5.5,3686771.087,829280.4275
P 036212,90.40249303,7.7,3667501.132,833183.1797
P 036213,160.4594331,7.6,3680375.987,848785.4093
P 038012,31.42660085,3,3424995.715,744413.2171
P 038020,32.48313663,4,3397826.864,729430.5828
P 038033,97.75368463,10,3403401.464,710061.494
P 038034,117.2240311,9.8,3375391.025,707714.3188
P 038035,116.7467184,8,3430538.955,710820.5457
P 038101,82.52347,13,3347410.189,707393.634
P 038102,44.49069593,7.5,3405961.847,700673.8901
P 038103,68.10126712,12.6,3439751.759,722009.9126
P 038104,84.62413122,13.5,3473620.892,704264.2697
P 038105,111.4786415,12.8,3462462.702,709144.2611
P 038106,92.04903182,12.7,3470364.6,700542.4928
P 038107,225.8225888,14,3469407.892,720658.3523
P 038108,19.82203598,0.8,3525312.082,776417.8926
P 038109,19.74795172,1.3,3502159.139,771580.7735
P 040202,17.77723994,3.5,3682534.168,792093.7177
P 040203,93.16389189,13.2,3721934.574,784542.1499
P 040204,18.28833632,3.6,3736087.796,780392.1611
P 040205,18.07446492,3.1,3746526.573,801084.8826
P 040206,50.66835961,1.1,3746221.289,807621.9339
P 040207,15.66445424,2.7,3729023.739,810918.9345
P 040208,152.977477,10.2,3661036.979,786139.3656
P 040209,91.2396223,3.2,3630470.907,817047.7039
P 040210,7.951701597,0.5,3596695.782,791676.0377
P 040211,97.47141935,2.1,3557278.18,775001.345
P 040212,73.81305299,4.5,3689195.862,745399.6857
P 040214,16.16520351,1,3694398.062,733466.2887
P 040215,159.045089,10.1,3708348.129,738856.1845
P 040216,158.9406864,12.5,3718083.382,718790.3961
P 040217,25.40032075,1.5,3633112.144,721081.6947
P 040218,32.30247021,1.3,3623266.833,730000.714
P 040219,89.87310187,10.6,3615950.801,742705.4077
P 040220,24.34911059,1.5,3616957.088,755933.8781
P 040221,81.28421766,12.5,3593140.873,728606.8603
P 040222,42.92080894,5.2,3593792.812,710929.3625
P 040223,47.05027808,2.5,3570085.842,719139.4409
P 042006,34.12390982,1.8,3282090.229,684619.6465
P 042007,30.6953272,2.7,3272675.787,682738.6535
P 042029,140.5359887,10,3154888.988,659920.3944
P 042034,118.044433,13.5,3345808.086,665542.4675
P 042040,46.54327984,8.4,3166249.789,648702.4892
P 042060,29.84658909,2.7,3334881.886,637106.9863
P 042090,129.6631238,10.5,3277492.992,603538.0234
P 042092,63.52282965,2.6,3282615.01,600091.6642
P 042100,73.07067082,1.1,3271707.199,582621.6054
P 042101,49.96660568,3.5,3210612.109,595254.5157
P 042102,70.78954982,10,3260165.86,585739.3378
P 042103,126.7721614,10,3294895.044,613452.0913
P 042104,84.51679282,6.5,3299694.017,603170.9902
P 042105,108.0842626,8.5,3293709.532,614132.9849
P 042106,68.00762238,1.4,3288511.429,682555.1694
P 042107,50.51894977,3.6,3279261.772,684663.8846
P 042108,77.75401273,3.8,3213765.964,681951.6525
P 042109,61.92889634,10.3,3248014.269,678055.8961
P 042110,692.3574407,13.2,3141904.114,573874.0093
P 042111,365.4792364,12.5,3139504.539,591674.2901
P 042112,79.00268762,3.5,3152573.444,584025.943
P 042113,69.95524673,10,3142906.597,639211.5978
P 042114,79.03227896,10.5,3159835.85,667076.8257
P 042115,71.9511297,12.5,3227109.168,631551.5268
P 042116,71.38450211,12.5,3241054.16,612831.9216
P 042117,73.38914377,12.5,3246232.809,633774.1599
P 042118,53.77547907,12.5,3270879.292,646304.9502
P 042119,53.32663453,12.5,3315508.201,676706.89
P 042120,83.5636224,12.5,3311430.611,653169.6346
P 042121,16.09401776,1.4,3215377.846,659428.805
P 042122,120.5094814,12.5,3338571.144,648959.1081
P 042123,140.946113,4.1,3337288.817,597427.3863
P 042124,30.58279668,1.6,3332357.416,620096.7369
P 042125,64.66365373,10.2,3331664.571,622149.7436
P 044003,119.4254161,10.3,3531406.815,698707.1161
P 044030,58.01220243,4.9,3508776.769,664633.616
P 044040,78.70213884,3.1,3554838.828,659406.9022
P 044045,155.1060834,15,3438731.105,645863.3936
P 044069,110.162499,2.5,3538507.399,622676.2654
P 044101,1.936839268,1.4,3436447.264,626724.5015
P 044102,75.86746582,9,3492730.329,653722.913
P 044103,131.5555568,13,3491368.735,664286.7564
P 044104,103.2047223,9.5,3550996.537,689729.8619
P 044105,71.31090383,3.7,3553987.962,644494.428
P 044106,21.05611997,5.5,3525559.395,593385.9407
P 044107,128.0094753,4.5,3542582.582,596243.6424
P 044108,150.7820296,5,3549369.232,604160.2348
P 044109,179.7114592,13,3509128.935,653152.7019
P 044110,97.73691689,12.5,3503905.209,683155.3325
P 044111,46.24138462,9,3483949.131,681888.8724
P 044112,111.2413691,13,3351964.32,670659.7858
P 044113,77.36739398,13,3393715.654,683595.2199
P 044114,149.3963225,13,3374932.368,685775.5854
P 044115,260.0770102,13.5,3366886.458,661898.9452
P 044116,130.5659932,13,3351678.924,651612.8934
P 044117,85.58872155,13,3390984.182,606863.2663
P 044118,127.3112839,2.5,3376966.633,597399.8101
P 044119,117.4125474,12.5,3375508.339,598527.7398
P 044120,108.382002,12.5,3394314.452,597819.2688
P 044121,127.5005811,4,3373076.976,584708.7966
P 044122,78.19433383,7,3370534.517,600009.5569
P 044123,65.29188922,6,3421976.168,615384.0854
P 044125,178.229259,12.5,3396654.744,654620.7514
P 044126,80.25799709,4.8,3419827.787,659462.6427
P 044127,155.906246,12.5,3417446.274,640245.9338
P 044128,191.6609346,13.5,3456232.302,622972.9648
P 044129,135.2755402,12.7,3429087.36,684303.9748
P 044130,54.01453094,3,3479504.735,693363.8175
P 044131,191.6732086,5,3392853.836,591064.1075
P 046001,91.4358619,11,3590736.135,706670.3846
P 046008,77.45838034,11,3623199.528,695842.2064
P 046009,25.89941749,2.1,3609717.296,693913.3911
P 046018,15.27659689,1.5,3587528.666,672705.315
P 046020,26.88111597,2.4,3607102.043,672821.7103
P 046024,58.09965328,6.4,3567230.097,657713.3438
P 046026,59.05377005,8.2,3633331.438,660753.187
P 046028,62.00102476,10,3616034.139,658593.7674
P 046031,80.17069613,12.5,3604901.897,650966.5484
P 046033,109.7209323,12.5,3626669.323,650463.9962
P 046036,77.01803155,3.5,3644848.625,651171.9608
P 046044,92.68496252,12.5,3662362.838,645232.9162
P 046050,65.12641488,1.5,3595145.696,636573.633
P 046061,12.81991276,3,3619122.154,616672.2456
P 046064,64.76349218,12.5,3613025.044,611295.6621
P 046066,136.9474281,12.5,3599306.829,608666.53
P 046071,53.46819984,9,3637250.935,603058.3046
P 046101,58.94722576,6.5,3718789.239,709833.5696
P 046102,103.0093804,12.5,3738277.482,707631.5966
P 046103,22.82324669,8,3652383.463,705093.4159
P 046104,5.701403852,0.6,3632090.238,702848.2331
P 046105,9.793184019,1.5,3610964.399,689382.0439
P 046106,86.5933863,13,3578468.997,696058.6617
P 046107,68.55079875,12.5,3569495.083,699786.992
P 046108,59.68428073,12.5,3572827.375,680376.8075
P 046109,29.1117687,7,3608608.627,666169.9779
P 046110,36.81963217,2.4,3578777.483,654107.8197
P 046111,6.080734903,9.2,3609316.546,652724.8703
P 046112,107.5704908,6,3631188.09,658008.4035
P 046113,82.17630497,9.6,3625934.037,648598.028
P 046114,58.07393688,12.5,3655222.806,651287.9978
P 046115,99.46709892,12.5,3668494.512,637347.5811
P 046116,131.1390351,9.8,3566838.037,604002.8946
P 046117,7.731659417,1.4,3604270.91,669993.2585
P 046118,11.02400373,1.8,3582764.01,670100.3128
P 048002,105.8160552,14.6,3233116.895,570406.9676
P 048005,66.07281532,7.7,3192821.593,562071.8916
P 048015,51.80777311,1.5,3204497.717,550360.8292
P 048017,44.59415871,4,3261763.792,551442.2878
P 048019,94.60824941,4.2,3190848.449,546887.3836
P 048032,64.87630834,1.5,3197651.143,535047.3381
P 048042,83.50300788,12.5,3195130.977,530251.0129
P 048045,11.14314774,2,3301943.02,533607.829
P 048048,45.16531066,4.9,3237792.089,528539.3517
P 048054,32.41088416,4,3151437.316,520752.0024
P 048066,34.91415338,2.8,3182117.449,517359.1213
P 048071,107.6119765,3.8,3210888.693,516945.4907
P 048074,35.93237419,4.1,3310004.181,520643.0459
P 048076,89.89439028,2.8,3274750.077,516588.248
P 048085,20.93180687,1.2,3169484.15,506535.4711
P 048087,3.75339269,1.3,3301762.941,507983.2513
P 048090,87.54502456,5.7,3347410.319,505350.6179
P 048091,11.75570856,1.7,3200182.644,493639.7812
P 048094,6.898512348,1.7,3205701.61,487440.2749
P 048096,163.0389405,4.5,3177946.513,483037.0916
P 048098,45.21187293,4.7,3172022.371,479378.8297
P 048201,35.67033614,5.6,3347369.824,523283.7229
P 048202,2.878658827,2,3316902.075,523201.0309
P 048203,0.9794180256,2.4,3309666.027,526855.4554
P 048204,35.89054479,2.1,3280305.112,518972.9295
P 048205,49.45003892,13.4,3281112.065,523632.3114
P 048206,9.611232687,0.7,3281508.198,533666.2758
P 048207,0.5371675439,0.2,3246512.851,536151.3682
P 048208,58.18301774,7.6,3275836.629,560830.2145
P 048209,74.90386079,8.3,3256918.408,564311.8991
P 048210,10.81754059,4,3154996.367,560102.9034
P 048211,111.4236651,9.3,3217621.073,559582.5716
P 048212,20.64132698,7.2,3194524.487,510022.5864
P 048213,64.95158034,12,3206545.415,495026.4284
P 048214,24.07903335,12.6,3164371.172,530929.1969
P 048215,22.8307523,4.3,3157063.437,478257.3997
P 048216,48.2681902,4.3,3157828.099,474833.1706
P 048217,90.60694904,9.8,3166814.596,482201.3487
P 048218,37.76586176,6.5,3210735.694,470557.0852
P 048219,33.78673101,7,3146257.928,460373.2979
P 048220,29.78982082,12.5,3193643.963,473281.664
P 048221,43.11113236,3.2,3204191.113,464972.6941
P 049001,81.11048596,7.2,3150448.888,452311.3249
P 050104,38.00526822,4,3564517.166,505161.3651
P 050105,59.95773725,2,3545142.159,527084.0188
P 050107,82.89096792,3.4,3561621.276,542046.1509
P 050108,91.3373741,5.2,3563400.072,556834.2341
P 050109,38.70463601,2.7,3549960.826,572723.3707
P 050110,48.83171598,8.8,3544888.601,572591.4606
P 050111,117.9629765,9,3528139.576,565377.2487
P 050112,88.45203966,12,3511066.614,574079.6646
P 050113,97.91050979,7.7,3510475.725,564601.0141
P 050114,57.36771252,8.5,3520663.391,561606.3074
P 050115,99.12933762,12.5,3500696.894,555535.0315
P 050116,50.38126025,12.5,3504853.571,584063.6446
P 050117,21.30953836,3,3468415.59,550216.9883
P 050118,32.96479691,4.5,3480892.192,531880.3828
P 050120,131.9506954,12.5,3533971.561,501805.6861
P 050121,58.50685886,12.5,3522595.397,538034.5257
P 050122,3.905303084,6.5,3396601.911,489368.2636
P 050123,8.229639223,9.5,3378265.035,481299.7742
P 050124,10.36664986,5,3377434.935,502583.8774
P 050125,1.045827296,0.8,3376818.668,521680.2581
P 050126,1.99928118,1.5,3366454.74,531209.5144
P 050127,7.867423905,8.5,3381865.449,564224.1539
P 050128,5.89119399,4.5,3371881.635,562787.9388
P 050129,0,3.8,3402194.943,540245.9026
P 050130,5.079825551,2,3408793.189,578289.3947
P 050131,9.296333464,2,3436111.443,577534.6473
P 050132,14.4776065,5,3467167.476,532333.7203
P 050133,3.442358712,2.6,3464019.269,500926.6056
P 050134,7.489538396,5.7,3483881.055,481525.219
P 050135,2.63155216,6.5,3435630.578,505652.7654
P 050136,8.33427423,7,3400180.726,513777.6393
P 052005,15.50995457,0.8,3587350.299,590019.6851
P 052007,109.9654412,5.3,3642659.059,593939.3242
P 052015,61.29801341,13,3653280.16,586336.3332
P 052020,254.4056296,15,3601935.138,577735.8214
P 052021,98.25750186,12.5,3640489.119,579189.1092
P 052024,131.880716,4.3,3662688.658,580318.8794
P 052030,60.89810884,1.1,3576295.745,570631.5247
P 052039,69.66460708,12.5,3573530.356,562494.885
P 052040,115.3188114,6.7,3684386.057,571927.9582
P 052043,206.8478456,11.3,3589200.4,559713.2369
P 052048,123.574009,4.1,3571421.692,553901.6531
P 052057,132.3413186,10.5,3708238.661,551231.8057
P 052058,31.43173887,3,3586819.826,537883.626
P 052078,170.3233132,12,3574659.569,508153.8771
P 052084,161.1017615,11.8,3648906.808,505865.7948
P 052087,163.4353755,13.3,3623551.421,502632.6443
P 052094,58.47831979,5,3656998.504,499915.5908
P 052201,50.41094276,0.8,3583206.879,487387.8733
P 052202,80.78701822,12.5,3588441.125,501412.639
P 052203,102.1560002,12.5,3589774.408,508955.4822
P 052204,91.65984314,12.5,3600199.49,497789.3114
P 052205,35.23371032,4,3709679.842,555359.2357
P 052206,36.90269316,12.8,3699031.331,562043.3488
P 052207,81.41096136,9.5,3681741.639,580864.9696
P 052208,103.5326301,6.5,3690333.531,568725.1312
P 052209,84.22197091,13,3635117.383,592150.6418
P 052210,104.2530521,12.5,3573104.516,576325.8465
P 052211,137.8331386,12.5,3610105.545,508161.5844
P 052212,66.04394148,12.5,3640870.918,531752.1342
P 052213,117.7204136,7.4,3644562.459,533831.5211
P 052214,72.03211291,12.5,3696135.905,521197.0622
P 052215,134.3511777,12.5,3688472.522,524687.6734
P 052216,78.1479424,9.8,3665417.643,576174.216
P 052217,186.1188282,9.5,3631654.619,580484.3088
P 052218,139.657459,3.5,3631723.555,596375.8293
P 053001,93.47619091,12.5,3583713.817,465987.9155
P 054032,86.01383834,5.8,3764640.52,919586.4657
P 054048,48.6923971,1.2,3754255.86,910016.1381
P 054050,150.0162035,15.2,3805924.845,912755.2448
P 054070,71.72844854,7,3765329.039,887262.6109
P 054074,43.37091512,13.1,3808730.626,885309.2936
P 054082,47.51778565,1.7,3804434.426,876486.2263
P 054086,111.6624095,3.6,3810473.749,869421.7487
P 054092,95.32298422,2.3,3767809.37,858838.605
P 054097,84.60369972,2.5,3830797.179,841354.5204
P 054101,94.46743341,5.1,3859387.235,883231.6472
P 054102,111.0004364,5,3849100.804,899769.4577
P 054103,101.9042238,10.2,3858691.413,919501.9613
P 054104,86.18933989,1,3896946.921,943426.2897
P 054105,106.5638615,6.2,3914907.263,949598.4456
P 054107,127.6264869,5.5,3935582.774,933380.7015
P 054108,53.98308054,0.9,3882407.284,935781.0339
P 054109,84.15336661,1.5,3946890.525,870662.5096
P 054110,52.83662197,7.3,3812646.344,929931.5934
P 054111,77.90019937,12.5,3800383.954,941336.24
P 054112,48.29901845,1.6,3835495.595,918780.6753
P 054113,94.52314671,6.6,3858428.205,949332.3945
P 054114,113.7202149,6.4,3755449.553,931077.887
P 054115,101.2590744,1.9,3756592.064,911238.8754
P 054116,64.50911477,8,3762024.442,922674.3471
P 054117,55.76888586,12.7,3772973.176,935602.1793
P 054118,20.08613212,0.9,3771303.992,935567.8854
P 054119,77.11312978,4,3811583.394,868621.1384
P 054120,124.5483901,13,3797491.793,874020.5909
P 054122,160.9467527,6.9,3794890.694,843245.8103
P 056002,205.3498729,2,3991392.102,941079.9359
P 056005,15.34643611,1.8,4013803.893,942126.2757
P 056007,443.1402309,1.9,3985293.154,937072.2566
P 056010,109.2358938,1.2,3973831.844,923900.3148
P 056012,122.2992934,1.2,3975422.182,869577.915
P 056101,78.04714212,2.5,4016490.53,957934.8672
P 056102,115.8105339,3.8,3966317.195,901021.5658
P 056103,35.44923129,4.2,3967950.207,936013.9412
P 056105,59.21500756,2.6,4013166.005,963825.831
P 056106,27.81409868,4.5,4012240.118,964611.1402
P 057001,50.2382732,2.3,4000510.902,814065.2955
P 057014,122.7341142,3.5,3973461.181,846378.212
P 057015,103.2377413,2,3982520.551,842777.2211
P 057016,41.29574722,3,4007113.678,844768.9287
P 057023,222.044731,3.2,4000420.217,818325.0142
P 058002,183.5571423,11,3945315.537,845725.1947
P 058003,207.5949397,2.7,3961091.984,847196.2427
P 058014,31.47306873,4,3944118.095,833391.4729
P 058015,164.6995941,10.7,3849254.541,823616.5676
P 058020,209.7188806,2.5,3770088.438,807036.4164
P 058029,311.8682189,2.7,3815485.592,802783.3327
P 058040,186.9102906,11,3773464.845,779873.2681
P 058049,94.2137744,5.4,3878332.925,784928.5154
P 058058,123.9570195,2.1,3824203.411,771572.2648
P 058065,229.5145761,10,3824071.559,766818.6064
P 058068,73.3087415,1.3,3867666.502,767543.6505
P 058073,47.22849944,5.2,3908812.079,764322.5477
P 058078,233.4933459,6.2,3819688.045,750974.6693
P 058083,169.3526922,3.4,3791285.492,740043.0825
P 058085,215.0470905,6,3855632.143,744592.5882
P 058086,154.8984807,2.5,3870887.183,744291.4245
P 058094,46.82527643,2.4,3842167.393,733394.9491
P 058096,95.56941124,2.3,3825435.524,729390.5915
P 058098,116.9593118,1.8,3816281.662,723858.1265
P 058100,110.1915142,3.2,3892527.191,835788.0989
P 058101,45.0640182,3.5,3777280.959,760473.6492
P 058103,210.3110714,12.5,3828995.337,730006.1457
P 058104,97.67448043,2.8,3940655.367,828738.5253
P 058105,82.79852836,13.2,3831263.466,739430.7113
P 058106,51.50787976,4,3950726.134,811154.1294
P 058107,69.6634516,9.7,3835425.382,753759.4685
P 058108,51.6063925,4.4,3897357.794,825106.6691
P 058109,108.5067216,12.5,3832272.73,830817.7814
P 058110,146.3745713,13.5,3819472.863,764925.5152
P 058111,79.23775809,13,3905879.974,823181.2099
P 058112,0,1.6,3833682.34,793904.1497
P 058113,34.38166057,4.8,3854593.737,807527.7554
P 058114,83.55367591,3.5,3926515.757,842049.6696
P 058115,78.075806,12.5,3866724.387,733111.5173
P 058116,96.78840966,12.8,3888388.549,799274.024
P 058117,79.65970031,14.2,3911174.593,791102.3282
P 058118,70.7000035,7.3,3963658.194,847369.808
P 059001,20.60177261,1.5,3835205.485,726002.2262
P 060108,8.299035439,3,1659751.387,1347357.916
P 060115,14.71682737,6,1678069.582,1340169.514
P 060127,20.69200086,8,1676165.585,1320720.356
P 060138,3.658709808,2.6,1658248.83,1302913.037
P 060146,24.31185462,2.8,1673103.178,1287289.164
P 060152,19.30222673,10.6,1682303.98,1271668.082
P 060201,3.749574198,2.9,1663919.984,1341917.737
P 060202,19.09462599,1.9,1666264.317,1315389.168
P 060203,8.910449367,1.7,1637192.761,1319188.348
